iter	Accuracy_SumError	Accuracy_SumWeight	MultiClass_SumError	MultiClass_SumWeight
0	1923	2100	2787.629539	2100
1	1935	2100	2664.538387	2100
2	1940	2100	2575.051923	2100
3	1968	2100	2478.45194	2100
4	1962	2100	2385.718997	2100
5	1964	2100	2295.931941	2100
6	1967	2100	2216.591219	2100
7	1963	2100	2142.925206	2100
8	1957	2100	2076.674744	2100
9	1965	2100	2011.174205	2100
10	1966	2100	1954.124182	2100
11	1964	2100	1891.119922	2100
12	1975	2100	1833.260889	2100
13	1974	2100	1780.41775	2100
14	1975	2100	1730.390116	2100
15	1982	2100	1677.955762	2100
16	1982	2100	1638.530197	2100
17	1989	2100	1588.163263	2100
18	1988	2100	1545.988426	2100
19	1984	2100	1506.471108	2100
20	1990	2100	1465.147521	2100
21	1992	2100	1429.093145	2100
22	1987	2100	1392.198212	2100
23	1989	2100	1356.934994	2100
24	1991	2100	1327.896432	2100
25	1994	2100	1295.731254	2100
26	1995	2100	1264.479623	2100
27	1998	2100	1233.241018	2100
28	1999	2100	1202.584401	2100
29	1999	2100	1177.217433	2100
30	1997	2100	1150.44143	2100
31	2000	2100	1125.53485	2100
32	2000	2100	1100.55299	2100
33	2001	2100	1079.148241	2100
34	2002	2100	1056.301821	2100
35	2005	2100	1035.209414	2100
36	2005	2100	1016.79676	2100
37	2005	2100	997.4988009	2100
38	2003	2100	977.1822094	2100
39	2005	2100	957.4061596	2100
40	2006	2100	938.0290348	2100
41	2006	2100	919.5525711	2100
42	2011	2100	901.4645308	2100
43	2011	2100	884.3400984	2100
44	2010	2100	867.2609225	2100
45	2011	2100	851.8535964	2100
46	2007	2100	836.0300325	2100
47	2010	2100	823.3517238	2100
48	2010	2100	809.9827602	2100
49	2013	2100	796.343835	2100
50	2012	2100	781.919298	2100
51	2011	2100	767.9081674	2100
52	2011	2100	753.7838282	2100
53	2011	2100	740.4473564	2100
54	2012	2100	726.7795224	2100
55	2010	2100	714.5820688	2100
56	2014	2100	703.7158636	2100
57	2014	2100	690.830358	2100
58	2014	2100	679.5760429	2100
59	2014	2100	669.6626191	2100
60	2014	2100	660.1030621	2100
61	2014	2100	649.5236318	2100
62	2017	2100	640.1269475	2100
63	2016	2100	630.9239518	2100
64	2016	2100	621.0353865	2100
65	2016	2100	611.4730552	2100
66	2017	2100	602.6774511	2100
67	2018	2100	593.5588529	2100
68	2019	2100	586.919393	2100
69	2021	2100	579.5887915	2100
70	2021	2100	571.9083656	2100
71	2022	2100	563.6702163	2100
72	2023	2100	556.7960161	2100
73	2022	2100	549.9615416	2100
74	2022	2100	542.8243028	2100
75	2021	2100	535.1469501	2100
76	2021	2100	527.5568884	2100
77	2021	2100	520.5025516	2100
78	2021	2100	514.1276002	2100
79	2021	2100	507.1332276	2100
80	2022	2100	500.5381024	2100
81	2022	2100	494.6125733	2100
82	2022	2100	488.973089	2100
83	2022	2100	483.6247968	2100
84	2023	2100	477.8255248	2100
85	2023	2100	472.8821379	2100
86	2023	2100	467.5759061	2100
87	2023	2100	463.2505845	2100
88	2023	2100	457.8422	2100
89	2024	2100	453.2645382	2100
90	2025	2100	447.9294001	2100
91	2025	2100	443.1832711	2100
92	2027	2100	438.5698235	2100
93	2027	2100	434.3827132	2100
94	2028	2100	429.4530991	2100
95	2028	2100	424.2689161	2100
96	2028	2100	419.970199	2100
97	2028	2100	415.3116319	2100
98	2028	2100	411.3935146	2100
99	2029	2100	406.8555046	2100
100	2029	2100	402.6219933	2100
101	2028	2100	398.3675701	2100
102	2029	2100	393.8897624	2100
103	2029	2100	390.6678679	2100
104	2029	2100	386.9834485	2100
105	2029	2100	382.9499529	2100
106	2029	2100	380.0560237	2100
107	2029	2100	376.1015807	2100
108	2030	2100	372.6728798	2100
109	2030	2100	369.3549141	2100
110	2029	2100	366.0964819	2100
111	2029	2100	363.3302986	2100
112	2030	2100	360.3349088	2100
113	2030	2100	357.4158164	2100
114	2030	2100	354.6518911	2100
115	2031	2100	351.8123344	2100
116	2032	2100	348.8510327	2100
117	2033	2100	345.9141068	2100
118	2034	2100	342.7004367	2100
119	2032	2100	339.6274571	2100
120	2034	2100	336.6344264	2100
121	2033	2100	333.6239162	2100
122	2035	2100	330.9989373	2100
123	2035	2100	327.8233026	2100
124	2035	2100	325.4104486	2100
125	2035	2100	323.315888	2100
126	2035	2100	320.7611611	2100
127	2035	2100	318.5775138	2100
128	2035	2100	316.267807	2100
129	2036	2100	313.8465699	2100
130	2036	2100	311.4577133	2100
131	2036	2100	309.0190085	2100
132	2037	2100	307.002299	2100
133	2037	2100	304.8402779	2100
134	2036	2100	302.1798678	2100
135	2037	2100	300.1634647	2100
136	2037	2100	297.5073259	2100
137	2039	2100	295.364884	2100
138	2038	2100	293.4787828	2100
139	2038	2100	291.0033334	2100
140	2039	2100	288.7971341	2100
141	2040	2100	286.8639753	2100
142	2041	2100	284.6335034	2100
143	2041	2100	282.3363492	2100
144	2042	2100	280.7297702	2100
145	2042	2100	279.334464	2100
146	2043	2100	277.3276288	2100
147	2043	2100	275.5794274	2100
148	2043	2100	273.2576484	2100
149	2044	2100	271.7307332	2100
150	2045	2100	269.8908432	2100
151	2046	2100	268.0035274	2100
152	2045	2100	266.3013493	2100
153	2047	2100	264.5846876	2100
154	2047	2100	262.8420294	2100
155	2047	2100	261.3263335	2100
156	2049	2100	259.4742544	2100
157	2049	2100	257.684316	2100
158	2051	2100	256.1945649	2100
159	2050	2100	254.412214	2100
160	2050	2100	252.9038059	2100
161	2050	2100	251.2628315	2100
162	2051	2100	249.9937211	2100
163	2051	2100	248.2904215	2100
164	2050	2100	247.1286414	2100
165	2051	2100	245.272579	2100
166	2054	2100	243.6982741	2100
167	2055	2100	242.0150037	2100
168	2055	2100	240.0509636	2100
169	2055	2100	238.7483054	2100
170	2054	2100	237.1414455	2100
171	2055	2100	235.8375043	2100
172	2055	2100	234.7208105	2100
173	2055	2100	232.9920155	2100
174	2056	2100	231.5237487	2100
175	2056	2100	230.483002	2100
176	2056	2100	229.1970353	2100
177	2057	2100	227.8521914	2100
178	2057	2100	226.1278905	2100
179	2057	2100	224.8013359	2100
180	2058	2100	223.9352488	2100
181	2057	2100	222.7800367	2100
182	2056	2100	221.7257168	2100
183	2058	2100	220.6890412	2100
184	2058	2100	219.6446568	2100
185	2058	2100	218.5029894	2100
186	2058	2100	217.5867199	2100
187	2058	2100	216.6611424	2100
188	2058	2100	215.553027	2100
189	2058	2100	214.2849991	2100
190	2059	2100	213.1141278	2100
191	2059	2100	212.0536014	2100
192	2057	2100	210.9470426	2100
193	2058	2100	210.0709224	2100
194	2058	2100	208.6954066	2100
195	2058	2100	207.7419433	2100
196	2058	2100	206.8650593	2100
197	2058	2100	205.9330812	2100
198	2058	2100	205.0915799	2100
199	2058	2100	204.1902974	2100
200	2058	2100	203.3661188	2100
201	2058	2100	202.5992339	2100
202	2059	2100	201.8569823	2100
203	2059	2100	200.8934135	2100
204	2059	2100	199.7602951	2100
205	2060	2100	198.7305645	2100
206	2060	2100	197.7142637	2100
207	2060	2100	196.5860601	2100
208	2060	2100	195.4951394	2100
209	2060	2100	194.6109947	2100
210	2060	2100	193.9689972	2100
211	2060	2100	193.1421748	2100
212	2060	2100	192.3419724	2100
213	2060	2100	191.3977213	2100
214	2060	2100	190.8876373	2100
215	2060	2100	190.1017258	2100
216	2060	2100	188.9771409	2100
217	2060	2100	188.1606831	2100
218	2060	2100	187.4680939	2100
219	2060	2100	186.7153862	2100
220	2061	2100	185.8633481	2100
221	2060	2100	185.1467046	2100
222	2061	2100	184.4817214	2100
223	2061	2100	183.5014386	2100
224	2062	2100	182.4704108	2100
225	2062	2100	181.6634483	2100
226	2062	2100	181.183489	2100
227	2062	2100	180.4271029	2100
228	2063	2100	179.6736192	2100
229	2063	2100	178.969142	2100
230	2063	2100	178.1193815	2100
231	2063	2100	177.4696179	2100
232	2063	2100	176.8540614	2100
233	2064	2100	175.9676604	2100
234	2064	2100	175.1304561	2100
235	2065	2100	174.3501354	2100
236	2065	2100	173.6548368	2100
237	2065	2100	173.1084866	2100
238	2066	2100	172.3102979	2100
239	2067	2100	171.7030923	2100
240	2067	2100	171.2342015	2100
241	2068	2100	170.4548147	2100
242	2067	2100	169.6595488	2100
243	2067	2100	168.9944022	2100
244	2067	2100	168.3406085	2100
245	2067	2100	167.8843486	2100
246	2067	2100	167.0483391	2100
247	2067	2100	166.3663435	2100
248	2067	2100	165.7755991	2100
249	2067	2100	165.1754031	2100
250	2069	2100	164.4401118	2100
251	2068	2100	163.9300547	2100
252	2069	2100	163.3757968	2100
253	2068	2100	162.7717811	2100
254	2069	2100	162.3825089	2100
255	2070	2100	161.7937634	2100
256	2070	2100	161.2951315	2100
257	2070	2100	160.5981234	2100
258	2070	2100	159.7826545	2100
259	2070	2100	158.9878429	2100
260	2070	2100	158.3417842	2100
261	2070	2100	157.7810508	2100
262	2070	2100	157.3773322	2100
263	2070	2100	156.9356677	2100
264	2070	2100	156.4133188	2100
265	2071	2100	155.8268237	2100
266	2071	2100	155.2842813	2100
267	2070	2100	154.7374661	2100
268	2071	2100	154.0053563	2100
269	2072	2100	153.3581675	2100
270	2073	2100	152.9619507	2100
271	2073	2100	152.4927753	2100
272	2073	2100	151.9165	2100
273	2073	2100	151.5006757	2100
274	2073	2100	151.1533816	2100
275	2076	2100	150.687416	2100
276	2077	2100	150.0136791	2100
277	2076	2100	149.3824594	2100
278	2076	2100	148.8152875	2100
279	2078	2100	148.3962075	2100
280	2077	2100	147.8000078	2100
281	2078	2100	147.3322989	2100
282	2078	2100	146.9243185	2100
283	2077	2100	146.3956014	2100
284	2077	2100	145.7245857	2100
285	2078	2100	145.0121867	2100
286	2078	2100	144.5603373	2100
287	2078	2100	144.1418512	2100
288	2078	2100	143.7181636	2100
289	2077	2100	143.302557	2100
290	2078	2100	142.8149153	2100
291	2078	2100	142.2560134	2100
292	2078	2100	141.760813	2100
293	2078	2100	141.4031131	2100
294	2078	2100	140.8713678	2100
295	2078	2100	140.4373091	2100
296	2078	2100	140.0010583	2100
297	2078	2100	139.6185765	2100
298	2079	2100	139.0431423	2100
299	2079	2100	138.6387066	2100
300	2081	2100	138.1783458	2100
301	2081	2100	137.7320488	2100
302	2081	2100	137.1460422	2100
303	2081	2100	136.6765985	2100
304	2081	2100	136.1166249	2100
305	2081	2100	135.7865066	2100
306	2081	2100	135.3695385	2100
307	2081	2100	134.7571865	2100
308	2081	2100	134.2227364	2100
309	2081	2100	133.793287	2100
310	2081	2100	133.2072015	2100
311	2081	2100	132.8980321	2100
312	2082	2100	132.4313244	2100
313	2082	2100	131.9552992	2100
314	2082	2100	131.6461958	2100
315	2082	2100	131.0245423	2100
316	2082	2100	130.5065935	2100
317	2082	2100	130.2156949	2100
318	2082	2100	129.731215	2100
319	2082	2100	129.3490331	2100
320	2083	2100	128.9057486	2100
321	2083	2100	128.715727	2100
322	2084	2100	128.2423433	2100
323	2084	2100	128.0115542	2100
324	2085	2100	127.5724775	2100
325	2085	2100	127.2178236	2100
326	2085	2100	126.9647849	2100
327	2085	2100	126.6564861	2100
328	2085	2100	126.3935785	2100
329	2085	2100	125.9099704	2100
330	2085	2100	125.6654855	2100
331	2085	2100	125.3712131	2100
332	2085	2100	124.9219171	2100
333	2086	2100	124.4921677	2100
334	2086	2100	123.980964	2100
335	2086	2100	123.6126885	2100
336	2086	2100	123.1432891	2100
337	2086	2100	122.6877522	2100
338	2086	2100	122.1804306	2100
339	2086	2100	121.8437538	2100
340	2086	2100	121.4290089	2100
341	2086	2100	120.9350611	2100
342	2086	2100	120.6389249	2100
343	2086	2100	120.3502299	2100
344	2086	2100	120.0874436	2100
345	2086	2100	119.701618	2100
346	2086	2100	119.291533	2100
347	2086	2100	118.944815	2100
348	2086	2100	118.6470764	2100
349	2086	2100	118.2628298	2100
350	2087	2100	117.8326445	2100
351	2087	2100	117.595099	2100
352	2087	2100	117.3130027	2100
353	2087	2100	117.0735351	2100
354	2087	2100	116.828543	2100
355	2087	2100	116.3789143	2100
356	2087	2100	115.8390228	2100
357	2087	2100	115.4681831	2100
358	2087	2100	115.183957	2100
359	2087	2100	114.9739881	2100
360	2087	2100	114.6891585	2100
361	2087	2100	114.4611822	2100
362	2087	2100	114.2152177	2100
363	2087	2100	114.0099154	2100
364	2087	2100	113.6502887	2100
365	2087	2100	113.3597473	2100
366	2088	2100	113.0153005	2100
367	2088	2100	112.7530536	2100
368	2088	2100	112.4483977	2100
369	2088	2100	112.0392153	2100
370	2088	2100	111.6038803	2100
371	2088	2100	111.3170729	2100
372	2088	2100	110.9972955	2100
373	2088	2100	110.7751017	2100
374	2088	2100	110.4951354	2100
375	2089	2100	110.1298557	2100
376	2089	2100	109.7890225	2100
377	2089	2100	109.5688801	2100
378	2089	2100	109.3708329	2100
379	2090	2100	109.0608032	2100
380	2090	2100	108.7667784	2100
381	2090	2100	108.5195477	2100
382	2090	2100	108.3258711	2100
383	2090	2100	108.0770512	2100
384	2091	2100	107.9443049	2100
385	2091	2100	107.733078	2100
386	2091	2100	107.3854808	2100
387	2091	2100	106.9560109	2100
388	2091	2100	106.7853869	2100
389	2091	2100	106.5648883	2100
390	2091	2100	106.1764273	2100
391	2091	2100	105.9034244	2100
392	2091	2100	105.5960993	2100
393	2091	2100	105.1677282	2100
394	2091	2100	104.8313943	2100
395	2091	2100	104.6281446	2100
396	2091	2100	104.410718	2100
397	2091	2100	104.3007645	2100
398	2091	2100	104.0171747	2100
399	2091	2100	103.6337646	2100
400	2091	2100	103.3287899	2100
401	2091	2100	103.0394468	2100
402	2091	2100	102.7659482	2100
403	2091	2100	102.5564063	2100
404	2091	2100	102.3747595	2100
405	2091	2100	102.1780375	2100
406	2091	2100	101.9638531	2100
407	2091	2100	101.7194703	2100
408	2091	2100	101.5544311	2100
409	2092	2100	101.2715872	2100
410	2092	2100	101.0087797	2100
411	2092	2100	100.775048	2100
412	2092	2100	100.4491748	2100
413	2092	2100	100.0728008	2100
414	2092	2100	99.88234005	2100
415	2092	2100	99.68370634	2100
416	2092	2100	99.49480848	2100
417	2092	2100	99.37375019	2100
418	2093	2100	99.15749318	2100
419	2093	2100	98.8399593	2100
420	2093	2100	98.57606218	2100
421	2094	2100	98.3375202	2100
422	2094	2100	97.99876701	2100
423	2094	2100	97.80377148	2100
424	2094	2100	97.62913067	2100
425	2094	2100	97.38427564	2100
426	2094	2100	97.10731293	2100
427	2095	2100	96.96902945	2100
428	2094	2100	96.81506703	2100
429	2094	2100	96.61473968	2100
430	2094	2100	96.42650409	2100
431	2095	2100	96.14971842	2100
432	2095	2100	96.03685758	2100
433	2094	2100	95.86824967	2100
434	2094	2100	95.62755221	2100
435	2094	2100	95.3803977	2100
436	2094	2100	95.15409345	2100
437	2094	2100	94.83953595	2100
438	2094	2100	94.71876015	2100
439	2094	2100	94.48414854	2100
440	2094	2100	94.31543158	2100
441	2094	2100	94.10658475	2100
442	2094	2100	93.92488365	2100
443	2095	2100	93.62075119	2100
444	2096	2100	93.38220822	2100
445	2096	2100	93.28039374	2100
446	2096	2100	93.00224909	2100
447	2096	2100	92.73005039	2100
448	2096	2100	92.4870258	2100
449	2096	2100	92.24816878	2100
450	2096	2100	92.02792079	2100
451	2096	2100	91.82361003	2100
452	2095	2100	91.62317363	2100
453	2095	2100	91.28737022	2100
454	2096	2100	91.12504934	2100
455	2096	2100	90.84230118	2100
456	2096	2100	90.69388057	2100
457	2096	2100	90.58188492	2100
458	2096	2100	90.37350924	2100
459	2096	2100	90.17613914	2100
460	2096	2100	90.09547622	2100
461	2096	2100	89.87035473	2100
462	2096	2100	89.69692391	2100
463	2096	2100	89.51458864	2100
464	2096	2100	89.33134725	2100
465	2096	2100	89.09158103	2100
466	2096	2100	88.80799684	2100
467	2096	2100	88.64037181	2100
468	2096	2100	88.41987245	2100
469	2096	2100	88.22124984	2100
470	2096	2100	88.14017567	2100
471	2096	2100	87.91018698	2100
472	2097	2100	87.63600421	2100
473	2097	2100	87.55639421	2100
474	2097	2100	87.42083913	2100
475	2097	2100	87.18852672	2100
476	2096	2100	87.04556434	2100
477	2097	2100	86.83393624	2100
478	2097	2100	86.63802567	2100
479	2097	2100	86.47560242	2100
480	2097	2100	86.31149887	2100
481	2097	2100	86.10036894	2100
482	2097	2100	85.85200815	2100
483	2097	2100	85.62323919	2100
484	2097	2100	85.49772262	2100
485	2097	2100	85.37451209	2100
486	2097	2100	85.1836277	2100
487	2097	2100	84.93127095	2100
488	2097	2100	84.76501666	2100
489	2097	2100	84.50868117	2100
490	2097	2100	84.38836926	2100
491	2097	2100	84.25652607	2100
492	2097	2100	84.00814433	2100
493	2097	2100	83.82969617	2100
494	2097	2100	83.67640623	2100
495	2097	2100	83.50889955	2100
496	2097	2100	83.28006502	2100
497	2097	2100	83.08287461	2100
498	2097	2100	82.85025311	2100
499	2097	2100	82.62676998	2100
500	2097	2100	82.40488229	2100
501	2097	2100	82.27862872	2100
502	2097	2100	82.08235547	2100
503	2097	2100	81.84783477	2100
504	2097	2100	81.7193023	2100
505	2097	2100	81.59346545	2100
506	2097	2100	81.51942282	2100
507	2097	2100	81.4071375	2100
508	2098	2100	81.21168976	2100
509	2098	2100	81.07657005	2100
510	2098	2100	80.77843375	2100
511	2098	2100	80.63507522	2100
512	2098	2100	80.56428867	2100
513	2098	2100	80.47458053	2100
514	2098	2100	80.37850236	2100
515	2098	2100	80.22286959	2100
516	2098	2100	80.02716754	2100
517	2098	2100	79.77711823	2100
518	2098	2100	79.64967784	2100
519	2098	2100	79.5232798	2100
520	2098	2100	79.41045802	2100
521	2098	2100	79.25210863	2100
522	2098	2100	79.03509592	2100
523	2098	2100	78.84125256	2100
524	2098	2100	78.74742875	2100
525	2098	2100	78.66156511	2100
526	2098	2100	78.4606104	2100
527	2098	2100	78.27955901	2100
528	2098	2100	78.13700275	2100
529	2098	2100	77.95363448	2100
530	2098	2100	77.74179222	2100
531	2098	2100	77.59471711	2100
532	2099	2100	77.42405831	2100
533	2098	2100	77.3064444	2100
534	2099	2100	77.1589444	2100
535	2098	2100	77.06080723	2100
536	2099	2100	76.88893365	2100
537	2099	2100	76.75373332	2100
538	2099	2100	76.54477497	2100
539	2098	2100	76.44775453	2100
540	2099	2100	76.28146482	2100
541	2099	2100	76.18499716	2100
542	2099	2100	76.06563196	2100
543	2098	2100	75.85162194	2100
544	2099	2100	75.73588094	2100
545	2099	2100	75.62068453	2100
546	2099	2100	75.5018063	2100
547	2099	2100	75.30405828	2100
548	2099	2100	75.13062683	2100
549	2099	2100	74.97450285	2100
550	2099	2100	74.88237298	2100
551	2099	2100	74.68321163	2100
552	2099	2100	74.52966535	2100
553	2099	2100	74.35253411	2100
554	2099	2100	74.21713831	2100
555	2099	2100	74.03407596	2100
556	2099	2100	73.84150418	2100
557	2099	2100	73.72687464	2100
558	2099	2100	73.49210883	2100
559	2099	2100	73.37501466	2100
560	2099	2100	73.29835573	2100
561	2099	2100	73.10327938	2100
562	2099	2100	73.04659823	2100
563	2099	2100	72.85765464	2100
564	2099	2100	72.71934514	2100
565	2099	2100	72.64246206	2100
566	2099	2100	72.48195592	2100
567	2099	2100	72.374987	2100
568	2099	2100	72.14436687	2100
569	2099	2100	71.96154923	2100
570	2099	2100	71.89541242	2100
571	2099	2100	71.7873651	2100
572	2099	2100	71.68297289	2100
573	2099	2100	71.54482284	2100
574	2099	2100	71.43280283	2100
575	2099	2100	71.31613557	2100
576	2099	2100	71.18569467	2100
577	2099	2100	70.99347704	2100
578	2099	2100	70.85398821	2100
579	2099	2100	70.7308295	2100
580	2099	2100	70.61707631	2100
581	2099	2100	70.47055305	2100
582	2099	2100	70.29848307	2100
583	2099	2100	70.17273221	2100
584	2099	2100	70.00309816	2100
585	2099	2100	69.86127025	2100
586	2099	2100	69.72843033	2100
587	2099	2100	69.58222627	2100
588	2099	2100	69.50570002	2100
589	2099	2100	69.43263396	2100
590	2099	2100	69.39794012	2100
591	2099	2100	69.29881912	2100
592	2099	2100	69.22046709	2100
593	2099	2100	69.12387939	2100
594	2099	2100	69.0011694	2100
595	2099	2100	68.84894	2100
596	2099	2100	68.76731419	2100
597	2099	2100	68.61293381	2100
598	2099	2100	68.42526314	2100
599	2099	2100	68.31823627	2100
600	2099	2100	68.26661135	2100
601	2099	2100	68.15210516	2100
602	2099	2100	67.99297985	2100
603	2099	2100	67.87645543	2100
604	2099	2100	67.78531086	2100
605	2099	2100	67.63286281	2100
606	2099	2100	67.52128981	2100
607	2099	2100	67.36626875	2100
608	2099	2100	67.21292589	2100
609	2099	2100	67.11301132	2100
610	2099	2100	67.01050523	2100
611	2099	2100	66.81707953	2100
612	2099	2100	66.68430441	2100
613	2099	2100	66.55101578	2100
614	2099	2100	66.43455742	2100
615	2099	2100	66.31032876	2100
616	2099	2100	66.16265586	2100
617	2099	2100	66.00582685	2100
618	2099	2100	65.87959976	2100
619	2099	2100	65.81090013	2100
620	2099	2100	65.78102655	2100
621	2099	2100	65.69379865	2100
622	2099	2100	65.53830252	2100
623	2099	2100	65.47690964	2100
624	2099	2100	65.30104057	2100
625	2099	2100	65.17323796	2100
626	2099	2100	64.98786713	2100
627	2099	2100	64.8938944	2100
628	2099	2100	64.7688051	2100
629	2099	2100	64.66288841	2100
630	2099	2100	64.5182148	2100
631	2099	2100	64.42975945	2100
632	2099	2100	64.33706964	2100
633	2099	2100	64.1272429	2100
634	2099	2100	63.98664321	2100
635	2099	2100	63.81780493	2100
636	2099	2100	63.66598272	2100
637	2100	2100	63.60149451	2100
638	2100	2100	63.4712352	2100
639	2100	2100	63.36573524	2100
640	2100	2100	63.27159423	2100
641	2100	2100	63.17388772	2100
642	2100	2100	63.02961764	2100
643	2100	2100	62.93486002	2100
644	2100	2100	62.82769306	2100
645	2100	2100	62.71062447	2100
646	2100	2100	62.56489491	2100
647	2100	2100	62.44626698	2100
648	2100	2100	62.38983279	2100
649	2100	2100	62.22739263	2100
650	2100	2100	62.13933558	2100
651	2100	2100	62.04306931	2100
652	2100	2100	61.97270889	2100
653	2100	2100	61.84902407	2100
654	2100	2100	61.73980667	2100
655	2100	2100	61.68434826	2100
656	2100	2100	61.57199381	2100
657	2100	2100	61.42584696	2100
658	2100	2100	61.30245375	2100
659	2100	2100	61.18008865	2100
660	2100	2100	61.01931254	2100
661	2100	2100	60.97095672	2100
662	2100	2100	60.82249666	2100
663	2100	2100	60.77786781	2100
664	2100	2100	60.7189364	2100
665	2100	2100	60.60620949	2100
666	2100	2100	60.51757438	2100
667	2100	2100	60.40862742	2100
668	2100	2100	60.32131486	2100
669	2100	2100	60.22016143	2100
670	2100	2100	60.1533054	2100
671	2100	2100	60.06691539	2100
672	2100	2100	59.90242523	2100
673	2100	2100	59.76534317	2100
674	2100	2100	59.67596271	2100
675	2100	2100	59.62595624	2100
676	2100	2100	59.54144083	2100
677	2100	2100	59.49569497	2100
